company,country,vertical,raw_sector,horizontal,use_case,existence,value_claimed,tier,source_url,date
Dassault Systèmes,FR,Technology,Technology,Manufacturing / Ops,"Long-term strategic partnership with NVIDIA for a shared industrial AI architecture; three AI ""companions"" integrated into 3DEXPERIENCE (Nemotron/Omniverse) targeting 10x engineer productivity (own press release, 2026)",CONFIRMED,10x engineer productivity (self-claimed target),S,https://www.3ds.com/assets/invest/2026-02/dassault-systemes-et-nvidia-s-allient-pour-creer-une-plateforme-d-ia-industrielle-au-service-3-fev-2026.pdf,2026
Dassault Systèmes,FR,Technology,Technology,Product / R&D,Scientific AI + virtual companions embedded in the 3DEXPERIENCE platform for faster product development (own product page) | CONFIRMED,none,S,,https://www.3ds.com/fr/products/3dexperience,missing
Edenred,FR,Financial Services,Financial Services,Cross-functional,"AI/data at core of ""Amplify 25-28"" strategy; AI applied to HR and fleet management; AI certification rolled out to 12,000 employees (Quintessence AI consortium); dedicated Chief Data & AI Officer (own integrated report + group page)",CONFIRMED,"12,000 employees AI-certified (self-claimed)",I,https://www.edenred.com/fr/groupe/linnovation-la-data-et-lia-au-coeur-de-la-strategie-dedenred,missing
Engie,FR,Energy & Utilities,Utilities,Manufacturing / Ops,"AI-powered tools deployed across the energy value chain (production/consumption/distribution optimization); Raptor Maps AI drone inspection for solar assets (own news, VivaTech) | CONFIRMED",none,I,,https://www.engie.com/explore/actualites/engie-a-vivatech-2026-innovation-ia-et-transition-energetique/,2026
Engie,FR,Energy & Utilities,Utilities,Product / R&D,Generative AI used to accelerate electricity-storage project development | CLAIMED,none,I,,https://www.larevuedudigital.com/stockage-de-lelectricite-lia-generative-outil-dacceleration-cle-chez-engie/,missing
EssilorLuxottica,FR,Healthcare & Life Sciences,Healthcare,Product / R&D,"Ray-Ban Meta / Oakley Meta AI smart glasses with on-board voice AI (photo/video/calls/assistant); partnership with Meta, production scaling toward 20M units (own press release)",CONFIRMED,target 20M units/yr (self-claimed),S,https://www.essilorluxottica.com/fr/media/communiques-de-presse/partenariat-nouvelles-lunettes-ia/,missing
EssilorLuxottica,FR,Healthcare & Life Sciences,Healthcare,Product / R&D,"Smart Eyewear Lab (est. 2022, 100+ researchers) developing AI + connected-health eyewear tech (own news) | CONFIRMED",none,I,,https://www.essilorluxottica.com/fr/media/actualites/essilorluxottica-smart-eyewear-lab/,2022
Eurofins Scientific,FR,Healthcare & Life Sciences,Healthcare,Product / R&D,"""DiscoveryAI"" platform (incl. SAFIRE) combining AI with Eurofins Discovery data to accelerate drug discovery (own release) | CONFIRMED",none,S,,https://www.eurofins.com/fr-fr/services-biopharmaceutiques/actualites/eurofins-discoveryai-accelerating-and-empowering-drug-discovery/,missing
Eurofins Scientific,FR,Healthcare & Life Sciences,Healthcare,Product / R&D,Eurofins Biomnis + SeqOne AI partnership for genetic variant interpretation in ~6 weeks,CLAIMED,variant interpretation in 6 weeks (self/partner-claimed),I,https://www.actuia.com/actualite/partenariat-eurofins-biomnis-et-seqone-lintelligence-artificielle-au-service-de-linterpretation-des-variants/,missing
Hermès,FR,Retail & E-commerce,Consumer Cyclical,—,no confirmed deployment found (only third-party/SEO aggregator claims of logistics-optimization AI; no primary Hermès disclosure of a named AI deployment) | SMOKE,none,—,,https://startbrain.ai/blog/ia-luxe-transformation,missing
Kering,FR,Retail & E-commerce,Consumer Cyclical,Customer Support,"KNXT ""Madeline"" — ChatGPT-powered virtual luxury personal-shopper assistant (launched 2023) | CLAIMED",none,S,,https://www.ia-match.com/2025/kering-knxt-lassistante-virtuelle-madeline-et-lexperience-client-de-luxe-reinventee/,2023
Kering,FR,Retail & E-commerce,Consumer Cyclical,Cross-functional,"Group AI/IT strategy formalized: appointment of Director Digital, AI & IT to accelerate technological transformation (own press release, 2026) | CONFIRMED",none,I,,https://www.kering.com/api/download-file/?path=Kering_Communique_Pierre_Houles_nomme_Directeur_Digital_IA_et_IT_17032026_b4fe668bc7.pdf,2026
Dassault Systèmes,FR,Technology,Technology,Product / Industrial AI,"Strategic NVIDIA partnership for industrial AI platform (virtual twins); launching 3 AI agents ""Aura, Léo, Marie""; signed EU AI Pact | CONFIRMED",none,I,,https://www.3ds.com/fr/newsroom/press-releases/dassault-systemes-and-nvidia-partner-build-industrial-ai-platform-powering-virtual-twins,missing
Edenred,FR,Financial Services,Financial Services,Customer Support,"""TED"" and ""EVA"" virtual digital assistants serving clients; AI/cloud/cybersecurity anticipated across platform processing millions of daily transactions (integrated report 2024-2025) | CONFIRMED",none,S,,https://www.edenred.com/fr/rapport-integre-2024-2025/technologie,2024
Engie,FR,Energy & Utilities,Utilities,Operations / Energy,"Generative AI as key accelerator for electricity storage; ENGIE+Blue449 ""Social Proof Automation"" - AI analyzes each customer review and auto-converts positives into social media ads | CONFIRMED",none,I,,https://www.larevuedudigital.com/stockage-de-lelectricite-lia-generative-outil-dacceleration-cle-chez-engie/,missing
EssilorLuxottica,FR,Healthcare & Life Sciences,Healthcare,Product / Consumer AI,Meta AI Glasses - AI-powered smart eyewear (Meta AI real-time computer vision) launched with Meta as a new tech category; consumer product line | CONFIRMED,none,I,,https://www.essilorluxottica.com/en/newsroom/press-releases/essilorluxottica-meta-new-wearables-collection/,missing
L'Oréal,FR,Retail & E-commerce,Consumer Defensive,Customer Support,"""Beauty Genius"" — generative-AI beauty assistant/agent built on Azure OpenAI, personalized recommendations to consumers (own disclosure via Microsoft case) | CONFIRMED",none,S,,https://www.microsoft.com/fr-fr/customers/story/25548-loreal-azure-openai,missing
L'Oréal,FR,Retail & E-commerce,Consumer Defensive,Cross-functional,"Collaboration with OpenAI to transform beauty with AI, announced VivaTech 2026 (own press release) | CONFIRMED",none,S,,https://www.loreal.com/fr/press-release/research-and-innovation/l-oreal-et-openai-unissent-leurs-forces-pour-transformer-la-beaute-grace-a-l-ia/,2026
L'Oréal,FR,Retail & E-commerce,Consumer Defensive,Manufacturing / Ops,NVIDIA AI Enterprise partnership for AI solutions incl. large-scale 3D product rendering (own press release) | CONFIRMED,none,S,,https://www.loreal.com/fr/press-release/research-and-innovation/l-oreal-and-nvidia-collaborate-to-supercharge-beauty-with-next-generation-ai/,missing
L'Oréal,FR,Retail & E-commerce,Consumer Defensive,Product / R&D,IBM partnership to build an AI model for sustainable cosmetics formulation | CONFIRMED,none,S,,https://fr.newsroom.ibm.com/IBM-et-LOreal-concoivent-le-premier-modele-dIA-permettant-de-favoriser-la-creation-de-cosmetiques-durables,missing
Eurofins Scientific,FR,Healthcare & Life Sciences,Healthcare,R&D / Drug Discovery,"""Eurofins DiscoveryAI"" - AI platform combining AI with Eurofins Discovery high-quality data to accelerate drug discovery (own service) | CONFIRMED",none,I,,https://www.eurofins.com/fr-fr/services-biopharmaceutiques/actualites/eurofins-discoveryai-accelerating-and-empowering-drug-discovery/,missing
Legrand,FR,Industrial / Machinery,Industrials,Customer Support,"""Gaia"" and ""Elia"" generative-AI agents (built with Artefact on Azure OpenAI) — Elia provides enhanced product info to customer support & product managers (own disclosure via Microsoft case) | CONFIRMED",none,S,,https://www.microsoft.com/fr-fr/customers/story/21223-legrand-azure-ai-search,missing
Legrand,FR,Industrial / Machinery,Industrials,Product / R&D,"Eliot connected-devices program integrating AI services (image recognition, voice control) into products via Alexa/Siri/Google assistants (own group page) | CONFIRMED",none,I,,https://www.legrand.com/fr/le-groupe/eliot-programme-objets-connectes/iot-et-intelligence-artificielle,missing
LVMH,FR,Retail & E-commerce,Consumer Cyclical,Cross-functional,"""MaIA"" internal generative-AI assistant (built on Google Gemini/Imagen + OpenAI GPT, Google Cloud), deployed across 75+ Maisons; ~2M monthly queries, 40,000 employees (company press event disclosure)",CONFIRMED,"~2M queries/mo; 40,000 employees (self-claimed)",S,https://www.cbnews.fr/digital/maia-lvmh-met-son-ia-generative-au-service-du-luxe,missing
LVMH,FR,Retail & E-commerce,Consumer Cyclical,Cross-functional,AI-at-scale program deploying models to generate value across Maisons; Google Cloud data/AI platform for personalization & supply chain (own interviews) | CONFIRMED,none,I,,https://cloud.google.com/transform/lvmh-data-ai-platform-interview-franck-le-moal-luxury-gen-ai-louis-vuitton-sephora-dom-perignon,missing
Michelin,FR,Industrial / Machinery,Industrials,Product / R&D,Universal tire digital twin — combines tire physics + AI algorithms to monitor tire condition in real time without added sensors (own publication) | CONFIRMED,none,S,,https://www.michelin.com/publications/produits-et-services/le-jumeau-numerique-universel-du-pneu,missing
Michelin,FR,Industrial / Machinery,Industrials,Manufacturing / Ops,"ML + generative AI widely used in factories and supply-chain demand forecasting (""Innovation@scale"") (own disclosure via Les Echos) | CONFIRMED",none,I,,https://www.lesechos.fr/thema/articles/comment-michelin-sest-empare-de-lia-2127115,missing
Kering,FR,Retail & E-commerce,Consumer Cyclical,Cross-functional,"Appointed Director of Digital, AI & IT to Executive Committee (Mar 2026 press release); AI + 3D at core of tech roadmap; Data Platform for omnichannel CRM, data science, AI | CONFIRMED",none,I,,https://www.kering.com/api/download-file/?path=Kering_Communique_Pierre_Houles_nomme_Directeur_Digital_IA_et_IT_17032026_b4fe668bc7.pdf,2026-03
Orange,FR,Telecom,Telecom,Cross-functional,GenAI assistants deployed to support functions with ~70% adoption; internal collaboration-centric rollout (own hellofuture disclosure),CONFIRMED,~70% adoption (self-claimed),I,https://hellofuture.orange.com/fr/genai-et-fonctions-supports-chez-orange-un-modele-qui-met-la-collaboration-au-centre/,missing
Orange,FR,Telecom,Telecom,Product / R&D,"""Live Intelligence"" — sovereign agentic generative-AI enterprise offering (Orange Business); plus Google partnership to embed genAI in the network (own product page) | CONFIRMED",none,S,,https://www.orange-business.com/fr/solutions/data-ia-iot/live-intelligence,missing
Pernod Ricard,FR,Retail & E-commerce,Consumer Defensive,Sales,"""D-STAR"" AI sales-assistance application deployed to commercial teams across 28 countries with ~85% adoption; ""Genie"" genAI marketing tool in pilot (own disclosure)",CONFIRMED,~85% adoption across 28 countries (self-claimed),I,https://itforbusiness.fr/pernod-ricard-met-les-algorithmes-d-ia-au-service-de-ses-commerciaux-66451,missing
Pernod Ricard,FR,Retail & E-commerce,Consumer Defensive,Manufacturing / Ops,"AI integrated at each stage of the supply chain (launched 2020), human-in-the-loop | CONFIRMED",none,I,,"https://strategieslogistique.com/Pernod-Ricard-distille-l-IA-dans,15316",2020
L'Oréal,FR,Retail & E-commerce,Consumer Defensive,Marketing / Product,"Proprietary GenAI platform ""CREAITECH"" (3D product renders for marketing content) built on NVIDIA AI Enterprise; major OpenAI partnership (VivaTech 2026); NVIDIA collaboration (2025) | CONFIRMED",none,I,,https://www.loreal.com/fr/press-release/research-and-innovation/l-oreal-et-openai-unissent-leurs-forces-pour-transformer-la-beaute-grace-a-l-ia/,2026
Legrand,FR,Industrial / Machinery,Industrials,Product / IoT,"Eliot connected-devices program integrates AI: image recognition + voice control (partners Apple/Siri, Amazon/Alexa, Google, Samsung); AI-adapted data-center cooling solutions | CONFIRMED",none,I,,https://www.legrand.com/fr/le-groupe/eliot-programme-objets-connectes/iot-et-intelligence-artificielle,missing
Publicis,FR,Media / Entertainment / Gaming,Media,Cross-functional,"""CoreAI"" — AI layer across the group connecting all enterprise knowledge into an ""intelligent system""; EUR 300M three-year investment (own press release)",CONFIRMED,EUR 300M over 3 yrs (self-claimed investment),I,https://www.publicisgroupe.com/fr/news-fr/communiques-de-presse/apres-une-nouvelle-annee-record-publicis-devoile-sa-strategie-en-matiere-d-intelligence-artificielle,missing
Renault,FR,Retail & E-commerce,Consumer Cyclical,Manufacturing / Ops,Industrial metaverse + AI deployed at scale on production lines (Re-Industry 2027 plan) for quality control and predictive maintenance (own magazine),CONFIRMED,"EUR 400M savings since 2023 (self-claimed, 3rd-party stated)",I,https://www.renaultgroup.com/magazine/technologie/renault-group-et-le-metaverse-industriel-la-revolution-des-usines-connectees/,2027
Renault,FR,Retail & E-commerce,Consumer Cyclical,Product / R&D,Google Gemini AI integrated into OpenR Link in-vehicle infotainment across the range | CLAIMED,none,S,,https://www.msn.com/fr-fr/technologie/intelligence-artificielle/gemini-l-ia-de-google-arrive-dans-les-renault/ar-AA27nDGY,missing
Safran,FR,Industrial / Machinery,Industrials,Product / R&D,"Safran.AI (ex-Preligens, acquired 2024 for ~EUR 220M) — AI for aerospace/defense incl. non-destructive testing to reduce quality defects (own subsidiary page + integrated report)",CONFIRMED,~EUR 220M acquisition,S,https://www.safran-group.com/fr/societes/safran-ai,2024
Safran,FR,Industrial / Machinery,Industrials,Cross-functional,"Strategic AWS partnership to deploy generative AI at scale (Amazon Bedrock); data-platform migration (own AWS press release, 2025)",CONFIRMED,80% of data cloud-eligible (self-claimed),S,https://press.aboutamazon.com/fr/actualites/aws/2025/4/safran-et-aws-annoncent-leur-collaboration,2025
